timestamp,open,high,low,close,volume
2019-11-05,485.4100,497.3900,477.2100,485.0600,653280
2019-11-04,498.8400,499.9800,470.1000,485.7900,1366200
2019-11-01,520.1000,531.9000,488.3700,490.0000,2169600
2019-10-31,551.3800,554.9900,514.0000,521.5200,961500
2019-10-30,542.0100,552.0000,535.0000,551.0500,316100
2019-10-29,536.9000,544.6300,530.0000,542.0100,272100
2019-10-28,554.0000,558.3400,539.0000,540.0300,415200
2019-10-25,550.0000,559.4800,547.5000,549.8100,270100
2019-10-24,545.4800,554.9600,543.1900,551.6200,198500
2019-10-23,533.9600,548.3300,533.9600,541.4100,236000
2019-10-22,545.4900,551.0700,535.1600,536.8900,275300
2019-10-21,537.1000,546.9400,536.9200,545.3800,253300
2019-10-18,549.9100,549.9100,534.1500,536.2700,303000
2019-10-17,555.4500,558.9700,548.4600,549.2500,378100
2019-10-16,567.0600,567.0600,545.0000,548.9800,406900
2019-10-15,559.7700,572.9300,556.6500,566.5500,416600
2019-10-14,552.9800,558.5900,551.4800,555.5800,211600
2019-10-11,552.4500,560.9800,548.5000,554.2100,492400
2019-10-10,530.0000,547.4100,530.0000,542.4100,402700
2019-10-09,530.0000,537.5700,522.6900,532.0300,426100
2019-10-08,544.3000,545.4700,523.7800,525.6300,337600
2019-10-07,556.1200,559.4800,544.6700,548.8700,263800
2019-10-04,560.5600,568.0900,549.6000,559.2200,241400
2019-10-03,542.8800,559.1800,531.0100,558.1900,305300
2019-10-02,551.4500,551.7900,538.8900,544.0900,267200
2019-10-01,550.5500,563.5400,546.0000,550.4300,272900
2019-09-30,545.8400,551.9800,536.0600,551.2300,313900
2019-09-27,554.8300,554.8300,534.3700,541.5200,337300
2019-09-26,552.2400,553.4900,540.8400,549.8600,314100
2019-09-25,534.5300,553.8900,531.9500,551.8700,367900
2019-09-24,542.5400,554.9800,534.1000,537.2900,451600
2019-09-23,544.3100,547.7800,536.3700,540.0900,299800
2019-09-20,549.0000,558.1800,543.1200,547.9700,487900
2019-09-19,542.5000,556.5300,541.8500,549.3100,448200
2019-09-18,548.2800,551.5800,530.7600,542.5200,559400
2019-09-17,553.1200,559.0600,546.9900,549.9800,431300
2019-09-16,557.5500,561.0000,548.7200,554.0500,514800
2019-09-13,571.0100,573.9700,563.1900,566.8300,415600
2019-09-12,568.4400,573.7700,559.9900,571.7300,371800
2019-09-11,551.0500,574.0900,543.7700,560.8800,672900
2019-09-10,550.0000,559.0000,536.2600,549.1700,1074000
2019-09-09,608.4000,608.4000,555.9300,571.1300,583900
2019-09-06,605.3600,608.9900,594.5800,597.7900,198300
