timestamp,open,high,low,close,volume
2019-11-21,216.9800,218.9000,216.7800,217.7000,288816
2019-11-20,216.8400,218.0400,215.3300,217.0400,1470859
2019-11-19,217.7900,219.9700,216.5100,216.8800,1731000
2019-11-18,214.5000,219.0800,213.9600,218.4600,2023600
2019-11-15,214.3100,216.0500,212.2600,215.9100,1492700
2019-11-14,210.0400,213.6400,210.0000,213.2200,1252800
2019-11-13,207.5900,211.3100,206.9600,211.1100,1721800
2019-11-12,207.1800,208.7400,206.6700,207.8100,1726900
2019-11-11,203.2500,207.1900,202.6900,207.1900,1262500
2019-11-08,202.5800,204.3100,202.2700,204.1300,1302600
2019-11-07,202.0000,203.5500,200.9000,202.8200,1791400
2019-11-06,196.9800,200.9000,194.2900,200.7400,2484500
2019-11-05,197.0000,197.8900,191.2100,194.3400,2104600
2019-11-04,203.8900,204.0000,194.1500,196.4800,2671000
2019-11-01,205.1800,205.6600,199.2300,200.6900,2010400
2019-10-31,205.3500,207.4000,203.1500,204.2700,1802500
2019-10-30,205.7700,206.1100,204.3000,205.8500,1283400
2019-10-29,206.1300,207.4800,204.6600,205.5800,1179100
2019-10-28,203.9000,207.5300,203.0000,205.9700,2423600
2019-10-25,206.3500,208.0600,205.0000,208.0000,993400
2019-10-24,205.2200,206.8800,204.9100,206.8400,835800
2019-10-23,204.0500,206.4200,203.5000,205.4600,1067700
2019-10-22,206.4200,207.1700,203.9600,204.4000,1038300
2019-10-21,207.1600,207.6500,203.0000,205.2800,1563400
2019-10-18,203.7000,209.0200,203.3100,207.1100,2358000
2019-10-17,204.8000,205.6500,204.2300,204.9600,1308200
2019-10-16,202.3600,203.9300,201.6700,203.0800,1440000
2019-10-15,203.4000,205.4000,202.3100,203.8900,2059300
2019-10-14,201.8900,205.1100,201.2400,203.0400,1826100
2019-10-11,199.5500,202.9800,199.5500,201.6200,2285700
2019-10-10,192.2800,198.2200,191.6100,198.1300,2435700
2019-10-09,193.8500,194.5000,192.0000,192.1600,904300
2019-10-08,190.0600,194.2400,188.9400,191.3700,1150500
2019-10-07,191.9200,193.4000,190.8100,191.6600,1162200
2019-10-04,190.4500,193.4300,189.9500,193.1200,1193700
2019-10-03,188.7600,190.3000,185.3600,190.1500,1382800
2019-10-02,190.9200,191.7500,187.1200,189.1300,1351900
2019-10-01,193.4100,194.0700,191.3200,192.6900,1317200
2019-09-30,190.3200,193.4100,190.0500,192.5300,1213300
2019-09-27,192.6800,192.9600,188.5500,189.7200,1117900
2019-09-26,192.3600,193.9300,189.6400,191.5400,962400
2019-09-25,193.9400,195.1000,190.5700,193.0200,1335000
2019-09-24,196.4500,196.7900,190.7400,193.8500,2009300
2019-09-23,190.7000,195.8700,190.7000,195.1800,2339800
2019-09-20,194.0800,196.0400,189.1800,189.3000,2431000
2019-09-19,195.7000,196.0600,193.1700,193.6100,1319300
2019-09-18,195.4600,197.1600,192.6500,195.3600,1410500
2019-09-17,193.5000,197.3300,193.3800,195.4700,1201900
2019-09-16,194.1600,194.9100,192.1200,193.7000,1310800
2019-09-13,198.8000,199.4200,194.8600,195.1800,1512700
2019-09-12,198.1700,201.5500,196.8800,198.7300,2322500
2019-09-11,193.0200,198.7800,192.0000,196.4100,2173600
2019-09-10,194.2900,194.2900,190.9000,193.2600,2538300
2019-09-09,203.5100,203.7600,194.0600,194.3900,3878600
2019-09-06,197.7900,204.4400,197.7500,203.1400,10969400
2019-09-05,184.0000,188.9500,183.8800,188.4100,5871700
2019-09-04,180.6500,181.8600,179.9900,180.7000,2098900
2019-09-03,183.5300,184.2600,178.2600,179.5400,2558300
2019-08-30,187.4800,187.7400,182.5900,184.6700,1239900
2019-08-29,184.8300,187.2000,184.1600,186.0600,1423100
2019-08-28,179.2500,183.0800,178.5300,182.7000,893100
2019-08-27,182.9500,183.8000,179.8000,180.1100,1428400
2019-08-26,182.9800,182.9800,180.1600,182.3500,805400
2019-08-23,183.0000,184.1200,178.8300,180.0300,1654100
2019-08-22,183.8800,185.1200,180.7800,183.9700,1070600
2019-08-21,182.0000,183.5300,179.9100,183.3300,971300
