timestamp,open,high,low,close,volume
2019-11-05,110.9000,111.0000,106.8600,108.0500,5654416
2019-11-04,106.9800,111.0000,106.5100,109.6200,7558200
2019-11-01,103.0500,104.6400,102.5000,104.6400,5300800
2019-10-31,102.1300,102.9500,100.8200,101.8500,3551200
2019-10-30,102.8500,103.0900,101.2700,102.9300,2442600
2019-10-29,104.4700,104.5500,102.6300,102.9000,3585000
2019-10-28,104.3100,105.9800,103.5300,104.8600,3456300
2019-10-25,103.1800,104.9000,102.8000,103.8700,2702100
2019-10-24,104.0900,104.1200,102.9400,103.6900,2669900
2019-10-23,102.6600,104.4000,102.5100,104.1500,1406000
2019-10-22,104.0000,104.5700,102.7500,103.6300,1674300
2019-10-21,104.5700,106.1000,103.4100,104.3600,1940500
2019-10-18,107.4800,108.0900,103.5300,103.7400,2736000
2019-10-17,108.8600,109.2300,106.6200,107.6500,2059100
2019-10-16,107.1800,109.3300,107.0400,108.2800,3151300
2019-10-15,105.5400,108.0500,105.4300,107.2000,2445300
2019-10-14,104.5100,105.8000,104.3200,105.4600,2333500
2019-10-11,105.9700,107.3000,104.1100,104.6600,3868300
2019-10-10,100.7900,104.7400,100.2600,103.8500,3519800
2019-10-09,100.2900,100.6300,98.5500,99.9000,3378900
2019-10-08,99.5000,100.5600,98.2000,99.5300,4420000
2019-10-07,103.7900,103.9900,101.1700,101.4700,3374900
2019-10-04,103.8300,105.1000,103.2900,104.4700,1672300
2019-10-03,102.3500,104.7300,101.1500,104.3200,2216700
2019-10-02,100.8500,103.2400,99.5000,102.6200,2568100
2019-10-01,102.8000,103.2600,101.0000,102.0000,1778100
2019-09-30,102.2500,103.4500,101.4400,102.7600,2135700
2019-09-27,105.4900,106.3000,100.3000,101.2100,5661900
2019-09-26,105.9000,107.9000,103.5100,105.0700,5730100
2019-09-25,97.9400,103.0300,97.4200,102.8000,4040800
2019-09-24,102.6000,102.7600,97.2500,97.6100,6981400
2019-09-23,104.4900,104.9400,102.3000,102.3700,3496800
2019-09-20,108.1000,108.4600,104.6700,105.1600,3486600
2019-09-19,108.5600,109.2600,107.6200,107.7700,1946000
2019-09-18,108.9900,109.8500,107.4300,108.4000,2910900
2019-09-17,110.0200,110.3200,108.0700,109.0400,2780200
2019-09-16,109.9500,111.6400,109.4100,110.9800,2202700
2019-09-13,111.9700,112.0000,109.8800,110.5400,2983500
2019-09-12,112.9500,113.0700,110.5200,111.5000,4075200
2019-09-11,111.7800,113.2600,109.3800,111.7900,4898100
2019-09-10,105.2000,110.5800,105.0600,110.4000,5925600
2019-09-09,102.7200,105.2000,102.3700,105.0600,3498800
2019-09-06,104.2400,104.5000,102.4500,102.5900,2894700
2019-09-05,103.5900,105.1100,103.2900,104.1200,3345200
2019-09-04,104.1300,104.5500,102.0400,102.5400,2168500
2019-09-03,103.3200,104.4600,102.4600,102.5600,2279000
2019-08-30,105.4600,105.4600,103.7300,104.4700,2441000
2019-08-29,105.2200,106.9100,104.7400,104.8300,2906800
2019-08-28,102.9600,105.3000,102.2600,103.5900,2650700
2019-08-27,104.7800,106.6100,103.3500,103.8400,3530400
2019-08-26,102.8000,104.8600,102.5100,103.8000,3119700
2019-08-23,103.4000,105.5700,101.5500,101.8500,6122100
2019-08-22,105.7700,106.7000,103.4600,105.4500,5927000
2019-08-21,109.6100,109.9000,105.3400,107.9000,6463600
2019-08-20,112.0800,113.4000,108.5600,108.7200,14239300
2019-08-19,100.0000,105.3000,100.0000,104.2200,11547300
2019-08-16,95.2800,97.4000,94.1400,96.7000,5845100
2019-08-15,95.5500,95.9000,93.3990,94.3500,3674500
2019-08-14,95.2100,96.4700,93.9110,94.8500,4708700
2019-08-13,94.2200,99.0000,93.8800,97.3800,4352900
2019-08-12,96.2400,96.5200,94.8800,95.0800,3062700
2019-08-09,99.1700,99.2500,96.6050,97.3600,3009600
2019-08-08,99.3800,99.9400,98.5300,99.8900,3561300
2019-08-07,98.3900,101.1100,97.7700,99.1900,3779400
2019-08-06,101.6800,102.0000,99.2600,99.6800,5316500
2019-08-05,104.0100,104.0849,99.2800,100.1500,6951600
2019-08-02,108.2200,109.5700,106.8900,107.7600,3394200
2019-08-01,111.5300,112.9700,108.7500,109.2100,5218700
2019-07-31,112.5000,113.2600,110.7500,111.7000,2807200
2019-07-30,112.5000,113.3300,111.7500,112.7500,2973600
2019-07-29,113.7500,114.1000,112.4500,113.4500,2545600
2019-07-26,115.0100,115.2700,114.0200,114.2200,1676300
2019-07-25,116.2300,116.2600,113.9900,114.4700,2079100
2019-07-24,114.8000,116.7600,113.6100,116.3800,3820500
2019-07-23,112.2700,115.2500,112.2400,115.1400,4423900
2019-07-22,112.2500,113.1500,111.4500,111.7000,2330600
2019-07-19,112.8500,113.7000,112.1800,112.2500,3296800
2019-07-18,113.1900,113.4900,111.6000,111.7900,3903400
2019-07-17,114.0100,114.4000,113.5200,113.5800,2001500
2019-07-16,115.4985,115.6000,113.7000,114.2300,2591600
2019-07-15,115.0100,116.0539,114.5200,115.6300,2396500
2019-07-12,114.8500,115.6500,114.1100,114.9000,2564900
2019-07-11,114.6900,115.2400,114.1400,114.7500,1755100
