Stock Name,timestamp,Actual Close,Predicted Close
eBay Inc,2019-10-11,38.55,37.365562438964844
eBay Inc,2019-10-14,38.36,37.75162887573242
eBay Inc,2019-10-15,38.88,38.42838668823242
eBay Inc,2019-10-16,38.92,39.0216064453125
eBay Inc,2019-10-17,39.09,39.32862854003906
eBay Inc,2019-10-18,38.82,39.549407958984375
eBay Inc,2019-10-21,39.26,39.68195343017578
eBay Inc,2019-10-22,38.94,39.90156555175781
eBay Inc,2019-10-23,39.2,39.99555587768555
eBay Inc,2019-10-24,35.62,39.87438201904297
eBay Inc,2019-10-25,35.84,39.712520599365234
eBay Inc,2019-10-28,35.94,39.6313362121582
eBay Inc,2019-10-29,36.11,39.63347625732422
eBay Inc,2019-10-30,35.86,39.72333526611328
eBay Inc,2019-10-31,35.25,39.8238639831543
eBay Inc,2019-11-01,35.25,39.89982986450195
eBay Inc,2019-11-04,35.41,39.93490219116211
eBay Inc,2019-11-05,35.48,39.91645431518555
eBay Inc,2019-11-06,35.5,39.75309371948242
eBay Inc,2019-11-07,34.89,39.458587646484375
eBay Inc,2019-11-08,35.14,39.0980224609375
eBay Inc,2019-11-11,35.25,38.693763732910156
eBay Inc,2019-11-12,35.07,38.43743133544922
eBay Inc,2019-11-13,34.64,38.29376983642578
eBay Inc,2019-11-14,34.96,38.165409088134766
eBay Inc,2019-11-15,35.27,38.00490188598633
eBay Inc,2019-11-18,35.1,37.893375396728516
eBay Inc,2019-11-19,35.06,37.77909851074219
eBay Inc,2019-11-20,34.86,37.58480453491211
eBay Inc,2019-11-21,35.08,37.426666259765625
eBay Inc,2019-08-29,40.53,38.95716094970703
eBay Inc,2019-08-30,40.29,39.05474090576172
eBay Inc,2019-09-03,39.74,39.26520538330078
eBay Inc,2019-09-04,39.64,39.5634765625
eBay Inc,2019-09-05,40.8,39.91330337524414
eBay Inc,2019-09-06,40.37,40.22834014892578
eBay Inc,2019-09-09,41.4,40.41255569458008
eBay Inc,2019-09-10,40.27,40.52021789550781
eBay Inc,2019-09-11,39.9,40.636531829833984
eBay Inc,2019-09-12,40.29,40.73747634887695
eBay Inc,2019-09-13,40.37,40.77442169189453
eBay Inc,2019-09-16,40.3,40.74216842651367
eBay Inc,2019-09-17,40.53,40.602210998535156
eBay Inc,2019-09-18,40.36,40.15628433227539
eBay Inc,2019-09-19,40.4,39.67310333251953
eBay Inc,2019-09-20,40.36,39.34455108642578
eBay Inc,2019-09-23,40.24,39.423465728759766
eBay Inc,2019-09-24,39.56,39.682594299316406
eBay Inc,2019-09-25,39.24,39.842613220214844
eBay Inc,2019-09-26,38.92,40.00807189941406
eBay Inc,2019-09-27,38.37,40.01068878173828
eBay Inc,2019-09-30,38.98,39.822593688964844
eBay Inc,2019-10-01,38.54,39.62647247314453
eBay Inc,2019-10-02,38.17,39.56639099121094
eBay Inc,2019-10-03,37.95,39.584747314453125
eBay Inc,2019-10-04,38.31,39.66879653930664
eBay Inc,2019-10-07,37.82,39.72492980957031
eBay Inc,2019-10-08,37.32,39.54353332519531
eBay Inc,2019-10-09,37.85,39.28059387207031
eBay Inc,2019-10-10,37.93,39.01587677001953
eBay Inc,2019-07-18,39.77,39.310001373291016
eBay Inc,2019-07-19,40.21,38.702701568603516
eBay Inc,2019-07-22,40.67,37.84774398803711
eBay Inc,2019-07-23,41.03,37.19408416748047
eBay Inc,2019-07-24,41.03,36.97822952270508
eBay Inc,2019-07-25,40.81,37.13109588623047
eBay Inc,2019-07-26,41.23,37.54902648925781
eBay Inc,2019-07-29,41.57,38.02731704711914
eBay Inc,2019-07-30,41.38,38.37736129760742
eBay Inc,2019-07-31,41.19,38.5369873046875
eBay Inc,2019-08-01,41.1,38.62590026855469
eBay Inc,2019-08-02,40.58,38.76470184326172
eBay Inc,2019-08-05,38.81,38.91587448120117
eBay Inc,2019-08-06,39.69,39.050079345703125
eBay Inc,2019-08-07,39.72,39.099979400634766
eBay Inc,2019-08-08,41.25,38.97714614868164
eBay Inc,2019-08-09,40.31,38.78620147705078
eBay Inc,2019-08-12,39.74,38.65287399291992
eBay Inc,2019-08-13,40.98,38.65250778198242
eBay Inc,2019-08-14,39.64,38.81193161010742
eBay Inc,2019-08-15,39.44,39.07575607299805
eBay Inc,2019-08-16,40.02,39.31151580810547
eBay Inc,2019-08-19,40.39,39.4300651550293
eBay Inc,2019-08-20,40.03,39.39320373535156
eBay Inc,2019-08-21,40.38,39.3183479309082
eBay Inc,2019-08-22,40.0,39.2847900390625
eBay Inc,2019-08-23,38.7,39.241695404052734
eBay Inc,2019-08-26,39.4,39.247169494628906
eBay Inc,2019-08-27,39.0,39.33546829223633
eBay Inc,2019-08-28,40.09,39.41674041748047
